Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_1,COVID19,12.416353413654617,23.692859792583995,13.899148594377513,20.939726778600345,0.47176389639000216,0.371739116933777,0.4679365982544987,0.38135491531039917,2.0044658634538153,2.889130820470638,2.1043534136546187,2.767406977306818,6.856408156721994,7.187647679633057,6.879010940448157,7.154931054985745,0.0020337468105353137,0.001443477499309732,0.002054009451460461,0.0014799188315777747,0.04509708206231656,0.03799312436888722,0.04532118104661948,0.0384697131725436,0.9899154397504195,0.9805287542288311,0.9885747556882166,0.982789906203605
Image_2,COVID19,24.11389558232932,37.246431509169206,19.96893172690763,39.670134352671724,0.5589348966285477,0.4936332986128791,0.5840517944722521,0.483863343618426,1.6495100401606426,2.3309946613764296,1.7332369477911647,2.4830889824357674,6.847603941867554,7.116139148838514,6.841884947962495,7.163308028050748,0.004470995887163111,0.0037585560445608534,0.004388379026144739,0.0037710206528792983,0.06686550595907513,0.061307063578031964,0.0662448415059221,0.061408636631008984,0.9956310792665392,0.9932474262594593,0.996394054573509,0.9928080755504772
Image_3,COVID19,152.46501204819276,274.2251899162917,129.47561445783134,281.0145320236771,0.5260222998774989,0.44433267493310213,0.5494318392569365,0.4432526382392751,3.0222489959839356,4.704762826406026,2.8386024096385545,4.8087611490137245,7.11513652752881,7.377376908469741,6.972290607129185,7.386492872693738,0.004721582942210608,0.00412918820929575,0.004852090772729472,0.0041238602073908484,0.0687137754908767,0.06425875978647386,0.0696569506419099,0.06421728900686208,0.9805127042283242,0.964631575954665,0.9834515199805667,0.9637559481735494
Image_4,COVID19,20.3431967871486,26.270737568748892,8.701991967871487,27.41812228835019,0.44026303187417626,0.3728654318656506,0.5388410659584425,0.38331430409959716,2.6184096385542177,3.1398525830228543,1.6527710843373495,3.1365139271947227,7.378288490828572,7.5824516009378256,7.03524546869072,7.565358596909778,0.0029024189932420454,0.002287416586382901,0.0033581583522846407,0.002414481426089668,0.05387410317807662,0.047826944146400374,0.05794961908662248,0.0491373730076168,0.9971504578937634,0.996301199634929,0.9987790019238703,0.9961396638701409
Image_5,COVID19,28.575983935742972,52.73389138884856,33.736465863453816,55.41599329043079,0.46843919157212954,0.4323798988225216,0.5405744561987121,0.3997128608104637,2.6139919678714856,3.3219464202190285,2.2989076305220886,3.596345220238383,7.260025958665429,7.435280992293126,7.086063389192305,7.530694398963854,0.0029168974693956546,0.002597188201369886,0.003231806841825131,0.002411683389398551,0.05400830926251677,0.05096261572338969,0.05684898276860485,0.049108893180345156,0.9951374241554658,0.990950073581083,0.9942586541931391,0.9904908521768522
Image_6,COVID19,22.4085140562249,33.913678811632074,17.902843373493976,33.13530426928597,0.4874052876958999,0.4247314136101112,0.5691734463682928,0.4260077081025019,2.32485140562249,2.9945646037967135,1.8157429718875502,2.9370494024289924,7.427880625180841,7.666414894600016,7.152073859091284,7.633948720701244,0.0014881174174610093,0.0012263013624882284,0.0019037059402267705,0.0012340808982139798,0.03857612496688864,0.035018585957862836,0.0436314787765298,0.03512948758826379,0.9950428868658603,0.9924804751381934,0.9960522416475491,0.992653176703629
Image_7,COVID19,36.61379919678715,86.29005983774454,52.579132530120475,87.17056176513283,0.46549929977080773,0.4081326036138676,0.5676784633124701,0.41867867935796865,2.876417670682731,3.8369703714456214,2.0958554216867467,3.8100998370994015,7.370218804987041,7.5762250244443194,7.015092989781738,7.5567405849658185,0.005487440912243353,0.005066162666691772,0.006460219157755521,0.005079294787296328,0.07407726312603181,0.07117698129797141,0.08037548853820747,0.07126917136670194,0.9948856807563334,0.9878658011372026,0.9927060027268401,0.9877419840311984
Image_8,COVID19,23.214522088353416,32.97843583168013,18.815502008032134,38.20812567539233,0.36129751390947085,0.3024833944334156,0.4014184570146897,0.289730486646703,3.0558393574297185,3.758810341768681,2.6475341365461853,4.014548152449154,8.02491912910157,8.225466992638667,7.88865193553007,8.27342984345454,0.0005639601941904163,0.00045184780708118467,0.0006442583829293078,0.00042925293241600614,0.023747846095812906,0.021256712047755283,0.02538224542725304,0.02071842012355204,0.9963942712284036,0.9948452559973479,0.9970534520030083,0.9940274794108521
Image_9,COVID19,49.468915662650616,64.947565361849,14.803020080321286,55.15970710149836,0.5244082699300546,0.4503253810399881,0.5602837608413054,0.45454191114769293,2.6623614457831333,3.446750858857115,2.0455261044176707,3.3978968081159984,6.5662421130315884,6.807756940618837,6.442688004781164,6.804361123134761,0.011317703520910959,0.00982929881818867,0.012082477250366926,0.010009645627974111,0.10638469589612483,0.09914282030580263,0.10992032228103649,0.10004821651570862,0.9870698435747209,0.9829776766877644,0.9961860074093712,0.9855433343004805
Image_10,COVID19,29.150088353413658,52.906082159965166,30.132979919678714,51.02199964516701,0.3986259311340931,0.31425279794218075,0.4498744474385322,0.319756082355374,3.033847389558233,4.16028773729456,2.73744578313253,4.074756858760343,7.461861869028217,7.744113337497537,7.286594180184683,7.723515604079531,0.0010301290624344767,0.0007858121900371028,0.0014335677166497317,0.0008015818426248524,0.032095623727145056,0.02803234185788092,0.037862484290518125,0.028312220729304376,0.9864440848351923,0.9751934413660537,0.9859771175541059,0.9760745960058198
