Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_1,COVID19,654.3653975903615,825.0313059466783,684.8294457831325,804.2986080869664,0.10220723095277598,0.09251675138501583,0.09979114404415756,0.09332182464590835,17.854489959839356,19.896550055644262,18.231052208835344,19.598296801664493,7.851030837363387,7.968400217427516,7.8831607536674175,7.9502098222317334,0.0005433308495024275,0.0004966399365637946,0.000533914356220061,0.0005041865193463619,0.023309458369992802,0.022285419820227633,0.02310658685786503,0.02245409805239039,0.9401029392849996,0.9242009554788108,0.9370583494004773,0.926104852937327
Image_2,COVID19,109.55916465863453,145.5168948887921,81.83813654618476,151.0288221157723,0.353352001677531,0.31512064514327276,0.35487335340420384,0.3080461355351284,4.096032128514056,4.9693553329785,4.023582329317269,5.171819809357914,7.016843989232864,7.20936849617108,7.051912271939098,7.244340535708445,0.002674797632296253,0.0023698371846564165,0.0025965816035225238,0.002379866387665989,0.05171844576450701,0.04868097353850287,0.05095666397560307,0.04878387425846772,0.9900906156988367,0.9867955508823328,0.992576626128448,0.9862955543420099
Image_3,COVID19,299.895389558233,524.2389316301351,258.2152610441767,528.9644037999387,0.28696745242041555,0.24771235807960468,0.28753173944127636,0.24907833629282572,6.508369477911647,8.335897808099869,5.7922570281124495,8.43631554329769,7.352775947077014,7.525469765162624,7.293137175932729,7.541042746844521,0.004138988855018468,0.0038194465100971128,0.004036972693988807,0.0038073514267990965,0.06433497380910688,0.0618016707710812,0.06353717568470295,0.061703739163839144,0.9720377046901676,0.9507309263654857,0.9759250060400332,0.9502868165860615
Image_4,COVID19,122.58000000000001,159.27112465927974,94.66534939759038,156.00499991935615,0.22450983630045945,0.19199270763824255,0.27820294563259046,0.1989956836862001,7.245092369477911,8.376881018048097,6.099598393574298,8.261447396009743,7.750004373577723,7.896007923398396,7.560344560387513,7.8874578450186315,0.0010861418364219932,0.0009501730430781703,0.0012067508588571156,0.0009777115668022905,0.03295666603923997,0.030824877016432203,0.034738319747177115,0.03126837966384396,0.9888996071663994,0.9855328901810114,0.9914131889334524,0.9858295883148536
Image_5,COVID19,252.91110040160643,351.1980129352752,258.6675662650603,385.3443815422332,0.23848746050996952,0.22230834449824,0.2716386578872456,0.21305200553221465,8.577927710843374,10.046612151416912,7.990168674698797,10.575458460347413,7.628133811748084,7.770464157601262,7.545508195048931,7.816236072196664,0.002027636457476492,0.0018407726957192921,0.0020629275011693365,0.0017899897345168914,0.04502928444330969,0.042904227014587876,0.0454194617005677,0.04230827028509782,0.9767083313201437,0.967535647162948,0.9761476791493676,0.9643805323898054
Image_6,COVID19,123.58626506024096,180.98690343704135,112.51932530120484,167.91759810325638,0.2773559213734909,0.23669103724080715,0.32049030795743266,0.23657441448951816,5.825301204819278,7.168771471427879,5.084497991967872,6.935936517152949,7.80851753841587,8.000897656564817,7.658565088495462,7.97131606336951,0.0007976245544426703,0.0006749650894000909,0.0009429628554378157,0.0006901347353284819,0.028242247687510113,0.025980090250037446,0.030707700262927795,0.02627041559108805,0.9886245412522289,0.9833171483676135,0.9896740536655214,0.9845218946700516
Image_7,COVID19,110.7832610441767,221.08841792874304,143.13521285140564,219.874243963807,0.3024839335682349,0.2656477509114244,0.3731817173209189,0.26649721356525646,6.090441767068272,7.645634747826645,5.104690763052209,7.614344929920484,7.559577082862589,7.730212520584262,7.323688556613512,7.735242197733223,0.0048443271560136125,0.004499888399931975,0.005628965984419607,0.004479776795837025,0.0696012008230721,0.06708120750204169,0.0750264352373189,0.0669311347269492,0.9894600727288996,0.9789295011955305,0.986428964241264,0.9790452162172232
Image_8,COVID19,245.78477108433736,269.9884195416203,231.022827309237,280.8350510475637,0.11894181092787352,0.11284598851143517,0.11930396836878727,0.11307125156122387,11.363116465863454,11.909711133691394,11.136915662650603,12.148739536459086,8.867265484120542,8.91807452126623,8.860550440794075,8.93586853125176,0.0002770858534539766,0.0002559382839221788,0.00026589480814825575,0.0002498687606721663,0.01664589599432775,0.015998071256316457,0.016306281248287598,0.015807237604090297,0.9773880794801685,0.9750794231742146,0.9786409487253571,0.9740775376631458
Image_9,COVID19,298.1216224899598,377.4621538362285,256.6360642570281,364.02012870760154,0.33630602538441273,0.2559078810383254,0.292973056713351,0.25736212818018667,10.40978313253012,12.299946775052016,10.336112449799197,12.229576942307384,6.8850139064422375,7.069724629735698,6.914605848793859,7.070844691408167,0.006915919291624328,0.006282738796593778,0.007072515862647377,0.006319081927034852,0.08316200629869586,0.07926372938862881,0.08409825124607156,0.07949265328968994,0.9734059413416675,0.9662931038979932,0.9771618362994378,0.9674934715633079
Image_10,COVID19,537.1419759036145,801.2926726988276,539.8017510040161,795.5937646167,0.14224650325811966,0.11964346583509375,0.1490229739112724,0.12298173530576924,15.100658634538153,18.170335962323193,14.079309236947788,17.92953339462267,8.080626624098798,8.255114665152647,8.017072745639584,8.241520107975628,0.00048457902291898513,0.00040064485422409773,0.0005254605570877889,0.00041002813634262897,0.022013155678343464,0.0200161148633819,0.02292292645121449,0.020249151496856084,0.950696385669402,0.9261204320286198,0.9503274182142488,0.9266456189205141
