Filename,Label,Contrast0,Dissimilarity0,Homogeneity0,ASM0,Energy0,Entropy0,Correlation0,Contrast45,Dissimilarity45,Homogeneity45,ASM45,Energy45,Entropy45,Correlation45,Contrast90,Dissimilarity90,Homogeneity90,ASM90,Energy90,Entropy90,Correlation90,Contrast135,Dissimilarity135,Homogeneity135,ASM135,Energy135,Entropy135,Correlation135
COVID19(0).jpg,COVID19,67.33057971014492,6.04964325529543,0.16105630254533887,0.0005006983516217194,0.0223762899431903,11.524519057329353,0.9494112253250524,85.77473406337737,6.652173913043479,0.15332170783282353,0.0004762523016496019,0.02182320557685332,11.63079409281465,0.935032904703316,71.64723522853959,6.18257525083612,0.16140590304293928,0.0005005984273106566,0.022374057015004153,11.545934144506965,0.9457367303496871,89.24806210221364,6.770550664981375,0.15096295738780263,0.0004694704765812998,0.021667267399958393,11.65830075094677,0.9324338782879457
COVID19(1).jpg,COVID19,66.6780713489409,2.4890858416945374,0.4386721176089257,0.0026328462644588857,0.05131126839651195,10.418500096692913,0.9879779181439857,95.60047426762566,3.320074719522153,0.39675610361585034,0.00241355938085486,0.049127989790493765,10.701525697332272,0.9827669884086019,45.957937569676695,2.563355629877369,0.4433823169748613,0.0026300806975810614,0.051284312392592936,10.44627392832755,0.9917428171373093,89.63820315209001,3.1559266674869413,0.40306961352034154,0.002395437229232414,0.04894320411693961,10.66260036663877,0.9838304900110592
COVID19(10).jpg,COVID19,186.28715719063544,4.063099219620959,0.35653550083402236,0.003919615614540728,0.06260683360896578,10.902407238135382,0.976458963651976,388.95222648516244,5.787854721982976,0.3126889166526263,0.0036644823039627306,0.06053496761346066,11.141965422991014,0.9504749525145847,211.58750278706796,4.002686733556299,0.3570905356180269,0.0038666962462512847,0.06218276486496306,10.8064681571593,0.9732607906239236,384.4002304224785,5.699634232279282,0.3133287492935347,0.0036797560490191487,0.06066099281267286,11.123702910693103,0.951054571084559
COVID19(100).jpg,COVID19,28.671973244147154,3.581270903010034,0.2952743558222677,0.0010856604885105686,0.032949362490199544,11.277883106108822,0.9959955833124281,39.01400431762508,4.160009395868055,0.26448404563096184,0.0009868064699308302,0.0314134759288244,11.46889369316398,0.9945053690689358,19.295540691192866,2.8662876254180603,0.3501988252329537,0.0012184163985240037,0.03490582184283882,11.003734933165862,0.9973117545960153,38.00703571548417,4.173857115692218,0.2581315811719206,0.0009767788676888528,0.03125346169128874,11.455044040079102,0.9947237033893982
COVID19(101).jpg,COVID19,68.7516833890747,4.3304347826086955,0.31359299402801466,0.0020195347056769187,0.04493923347896489,11.226652450288087,0.9883833702552719,108.73454435632712,5.4187648907730335,0.28232509679513684,0.00180796457293295,0.042520166661631865,11.483209375602812,0.9815120653894867,70.21872909698997,4.081114827201784,0.3515489253789086,0.002072351166840043,0.04552308388982498,11.097975797915826,0.9881654392433364,101.39878748559859,5.200646525206653,0.2940556831968376,0.0018555559590332476,0.04307616462770621,11.421390530900144,0.9827984155324446
COVID19(102).jpg,COVID19,47.47764771460423,3.4159531772575247,0.3597038803297739,0.0007846954234914102,0.028012415524038804,11.288415576625933,0.989579427086705,69.62208476415253,4.208946208655384,0.31714475830669714,0.0006912923587319598,0.02629243919327303,11.513300429936075,0.9847290186630542,47.29982162764771,3.098818283166109,0.40979601585608766,0.0009528491478469665,0.030868254693891692,11.079543201043121,0.9896235419533733,69.99949664992562,4.27139517455062,0.31499033098437124,0.000672365456559014,0.025930010731949456,11.564947173076964,0.9845618875999722
COVID19(103).jpg,COVID19,61.670769230769224,3.919041248606466,0.3638752554653598,0.005119945961330285,0.07155379767231286,11.091312147817598,0.9914213643859173,138.18859968009306,5.1477164684958785,0.32320310809909075,0.0048100512186678365,0.06935453279107168,11.33870248061049,0.9806863810779375,85.14357859531773,3.304782608695652,0.43966486844934305,0.005919474925087835,0.07693812400291442,10.745456282211075,0.9882430843917089,135.42111385778685,5.095681256361786,0.3204401653592444,0.004808879876215443,0.06934608767778787,11.32919162661758,0.9810730862187718
COVID19(104).jpg,COVID19,126.7217614269788,8.593311036789299,0.12156703615356065,0.0002037009280283964,0.014272383403916684,13.03294213150771,0.9806406124507949,147.68573058466907,9.157123522108254,0.11638832339996034,0.00018967527562209951,0.01377226472378815,13.102998965025591,0.9773842118087442,122.25532887402454,8.467279821627647,0.12215363574616502,0.00019939697418249112,0.014120799346442506,13.015285998054189,0.9812370250304892,140.73897383698167,9.014205657654836,0.11712381905947819,0.00019266181101395942,0.01388026696479428,13.089346346463518,0.9784091578488965
COVID19(105).jpg,COVID19,94.40046822742475,5.414358974358974,0.315843915933248,0.005981417309525495,0.07733962315350065,10.220112983277927,0.9755325879765977,103.86682475587523,5.916824196597354,0.289210625337552,0.005390189034128907,0.07341790676755165,10.372165513809458,0.972966974990694,57.58590858416946,4.842675585284281,0.3567122312654672,0.005985652161484646,0.07736699659082448,10.164255935465238,0.9851867759084739,114.90298766233039,5.9440274717285035,0.28951754588094597,0.0053074038245135065,0.07285193082213749,10.369570535353004,0.9701777820806458
COVID19(106).jpg,COVID19,78.84659977703457,5.879063545150502,0.20481049437896343,0.00044209696883828044,0.021026102083797665,11.784181701767384,0.9659550619229215,129.02735987293207,7.188073958904262,0.17836039823712135,0.00039414747659477766,0.01985314777547323,11.995905193356505,0.9439269319320789,89.80034559643255,5.752586399108138,0.21886459950985152,0.0005058121398095224,0.022490267668694438,11.686572506847096,0.9612343747979708,130.30261406471965,7.278151251104576,0.17532969869381457,0.0003883025253016848,0.01970539330492251,12.017517870112513,0.943415278937953
